504150.57357716176,-1.06,485.2377814463546 ,0.005
453668.1069714447 ,-0.96,368.0407919976808 ,0.005
402072.2859494403 ,-0.86,168.21565401756726,0.005
358795.511313844  ,-0.76,70.44519763939634 ,0.005
309239.4431143765 ,-0.66,47.60612706409466 ,0.005
264206.17820202635,-0.56,36.14809801115805 ,0.005
221179.78693503863,-0.46,41.20738157643032 ,0.005
185146.29508210247,-0.36,41.3029191720799  ,0.005
159732.1470050638 ,-0.27,68.13721663441011 ,0.005
167940.48294806093,0.0  ,37.39027855850514 ,0.005
201815.81927124143,0.103,289.01004220255993,0.0005
244021.6759864918 ,0.205,148.48805049931133,0.0005
286990.8350054028 ,0.302,126.4679926605309 ,0.0005
335015.3761024369 ,0.4  ,170.15531294713537,0.005
384302.29747212323,0.5  ,144.8229198361947 ,0.005
433863.4987537637 ,0.6  ,203.88423064703449,0.005
486825.2996475407 ,0.7  ,290.66806080849875,0.005
535875.469283269  ,0.8  ,392.10514434427733,0.005
588402.1488108558 ,0.9  ,140.68753411791286,0.005
642081.7108627759 ,1.0  ,530.3322526368587 ,0.005
